,Index,Texte,Media,Interaction,Sujet,Données manquantes,A supprimer
10,1613665410598969344,"benjvanpet :
""@Elisabeth_Borne @AgnesRunacher @franckriester @Prefet77 Mme 49.3 qui vante la co-construction. Ce serait drôle si ça nous coûtait pas des milliards.""",,Désaccord,Loin du VE,False,False
11,1600865407245881344,"derniere_renov :
""🦺 ACTION EN COURS AUX CHAMPS ELYSÉES

15h. En ce moment, un groupe de 20 citoyennes et de citoyens soutenant #DerniereRenovation bloquent les #ChampsElysees et la place Charles-de-Gaulle à Paris. 

#A22network [1] https://t.co/kyQeOrc3Jy""","https://pbs.twimg.com/media/FjdqkZ5WAAYxqpk?format=jpg&name=orig 
 ",Racine,Proche du VE,False,False
12,1600955979642081281,"jpp75012 :
""@derniere_renov 20 décérébrés""",,Désaccord,Proche du VE,False,False
13,1648950210679193602,"GDarmanin :
""Fin du retrait de points pour les excès de vitesse inférieurs à 5km/h. https://t.co/eHNBhN7LNa""",https://video.twimg.com/amplify_video/1648950075274436609/vid/1280x720/jwv8R2zAUKH1NjlU.mp4?tag=16,Racine,Proche du VE,False,False
14,1648953503207809024,"Alex_Car12 :
""@GDarmanin Alors que les accidents de la route tuent presque 12 fois plus que le cannabis.
Sans parler de l'effet sur la consommation alors que l'on devrait réduire la vitesse vu l'enjeu énergétique.
Et il ose traiter les oppositions de populistes ce 🤡 !""",,Désaccord,Proche du VE,False,False
15,1648959910695124995,"BozaCrypt :
""@Alex_Car12 @GDarmanin https://t.co/fN2kuxpKcP""",https://video.twimg.com/tweet_video/FuJISqAWYAEMwsG.mp4,Autre,Loin du VE,False,False
16,1651948410105151488,"JoseBourassa1 :
""Bonne journée les petits vieux comme moi😎👌 https://t.co/whTuwjhOJ0""","https://pbs.twimg.com/media/FuzmUqTXsAAKCls?format=jpg&name=orig 
 ",Racine,Proche du VE,False,False
17,1652384661128003584,"BernadetteRojo2 :
""@JoseBourassa1 @HazukiC72903092 Un transistor""",,Autre,Loin du VE,False,False
18,1612929088728997889,"JMJancovici :
""Le smartphone, ce seigneur des métaux : d’où proviennent les ""minerais de sang"" qui composent votre GSM (téléphone portable) ?

https://t.co/lZsB2x0Ufr""",,Racine,Loin du VE,False,False
19,1613154764711231490,"Lambda57 :
""@JMJancovici Triste vérité. Les écolo sont bien silencieux sur ce sujet. Comme par hasard.""",,Accord,Proche du VE,False,False
20,1614121090347073536,"SatchYann :
""@Lambda57 @JMJancovici https://t.co/hPsn5q2tEd""",https://video.twimg.com/tweet_video/FmaCkRiaAAAKFfV.mp4,Désaccord,Loin du VE,False,False
21,1618542087938658307,"sandrousseau :
""Donc #Total a versé 13 milliards de dividendes. 
Le déficit maximal du système de retraite sera de 12 milliards.
Bonne journée.""",,Racine,Proche du VE,False,False
22,1618551053766754304,"8c4a65cf :
""@sandrousseau Merci pour ces informations. Et quel est le PIB du Burundi ?""",,Autre,Loin du VE,False,False
23,1618555745657847808,"Jannnanas :
""@8c4a65cf @sandrousseau 100 fois moins que le patrimoine de Bernard Arnault""",,Autre,Loin du VE,False,False
24,1599466253210374145,"G_Peltier :
""Je suis Français et patriote. Je suis même un homme &amp; un père. Je suis blanc, je suis chrétien, je suis hétérosexuel. Je vis dans la France rurale. Je roule au diesel et je me chauffe au fuel. Et pour tout ça, je n'ai aucune intention de demander pardon. Soyez fiers, adhérez ! 🇫🇷 https://t.co/eNYX9NP7n1""",https://video.twimg.com/ext_tw_video/1599466156309549058/pu/vid/640x360/i1RcL9lzBnlbQWBo.mp4?tag=12,Racine,Proche du VE,False,False
25,1599485104782331904,"bertran21615641 :
""@G_Peltier J’adhère déjà et je ne risque pas de changer d’avis !!!👍""",,Accord,Loin du VE,False,False
26,1598088235196256260,"Beatrice_Rosen :
""La France de M.Macron 2022: retour vers le futur au moyen âge.
On a des QR codes mais pas d'électricité, des gens qui abandonnent de se chauffer, des écoles qui vont fermer le matin pendant les coupures etc... 😳🤦🏼‍♀️
""Moi ou le chaos"" disait le Mozart de ...de ...quoi déjà ?""",https://twitter.com/CerfiaFR/status/1598006120626413570,Racine,Proche du VE,False,False
27,1598088341765132291,"Beatrice_Rosen :
""https://t.co/TveSCKo48R""",https://twitter.com/CerfiaFR/status/1598006314159980544,Thread,Proche du VE,False,False
28,1598095022226051074,"Tonyetoui44190 :
""@Beatrice_Rosen C'est faux il faut juste demander aux écoles et ils confirmerons que c'est faux.... sa serait bien de se renseigner avant de sortir des conneries sur Tweeter 🤡🤡🤡""",,Désaccord,Proche du VE,False,False
29,1598097310772518912,"CMantenac :
""@Tonyetoui44190 @Beatrice_Rosen Vous avez entièrement raison concernant votre dernière phrase, vous auriez dû vous renseigner avant dans sortir une, ça vous aurez évité de taper sur quelqu'un qui relate juste ce que dit le gouvernement. https://t.co/7wt56TupzM""","https://pbs.twimg.com/media/Fi2UxpLXwAAWZIB?format=jpg&name=orig 
 https://pbs.twimg.com/media/Fi2UxpCWQAAtJx7?format=jpg&name=orig 
 ",Désaccord,Proche du VE,False,False
30,1598099105590710273,"Tonyetoui44190 :
""@CMantenac @Beatrice_Rosen C'est con pour toi je tafe à la préfecture et aucune circulaire n'a été transmise.... sur ce bonne nuit 😘""",,Désaccord,Proche du VE,False,False
31,1598168856534876160,"oldSpike974 :
""@Tonyetoui44190 @CMantenac @Beatrice_Rosen Si ta rien reçu c'est que tu es une merde et que tu es inutile 🤣 donc oui a la préfecture il y a déjà eu des informations de donné notamment la listes des personnes en difficulté, des lieux sensibles ou ayant besoin d'électricité pendant certaines période établissement de soin..""",,Désaccord,Proche du VE,False,False
32,1598256256594345984,"Tonyetoui44190 :
""@oldSpike974 @CMantenac @Beatrice_Rosen Ho un troll.... qui sait rien et qui vient parler.... allez retourne sucer des glaçons petit troll....""",,Désaccord,Loin du VE,False,False
33,1598325213359374336,"oldSpike974 :
""@Tonyetoui44190 @CMantenac @Beatrice_Rosen 🤣🤣🤣 allez sous merde ce toi le troll ! Tu travail que dalle dans l'administration 🤣🤣 et après ça fait le beau sur les réseaux 🤣🤣 encore un qui a couché avec sa mère et qui fait le Mariol ! Quel cassos c pas possible !""",,Désaccord,Loin du VE,False,False
34,1596547685435248640,"EmmanuelMacron :
""Dans le match qui nous oppose à nos amis danois, et avant les prochaines étapes du tournoi que nous espérons nombreuses, j’adresse tous mes encouragements aux Bleus. Le pays est derrière vous !""",,Racine,Loin du VE,False,False
35,1596547687528239107,"EmmanuelMacron :
""Dans un monde confronté à une succession de crises, nous devons préserver l’esprit du sport qui doit rester un espace de rapprochement des peuples, autour de valeurs universelles.""",,Thread,Loin du VE,False,False
36,1596547690858422272,"EmmanuelMacron :
""Cette Coupe du monde de football, la première organisée dans le monde arabe, témoigne de changements concrets qui sont à l’œuvre. Le Qatar s’est engagé dans cette voie et doit continuer. Il peut compter sur notre soutien.""",,Thread,Loin du VE,False,False
37,1596645955235098624,"GrandserreSylv1 :
""@EmmanuelMacron Le Qatar s'est engagé dans la voie de la corruption, de l'exploitation jusqu'à la mort de 6500 ouvriers, de l'oppression des femmes et des LGBT, de l'irresponsabilité climatique, et devinez qui s'en réjouit ?""",,Désaccord,Loin du VE,False,False
38,1596658768515059712,"DamienBonne :
""@GrandserreSylv1 @EmmanuelMacron C'est marrant.. Tu remplace Qatar par la France et ça marche aussi en vrai""",,Autre,Loin du VE,False,False
39,1650446288901513218,"fmomboisse :
""“On n’a plus besoin de nouvelles routes en France (…), c’est criminel! (…) il faut désenclaver par le train et surtout faire une économie locale”, assène depuis Paris une députée écolo, par ailleurs économiste.:)
https://t.co/HrjBmbXCaE""",https://video.twimg.com/amplify_video/1650393217429303297/vid/1280x720/NK997Lbc0ncTeLUB.mp4?tag=16,Racine,Proche du VE,False,False
40,1650536072625963009,"FSigonneau :
""@fmomboisse Elle est commentatrice ou députée  ! Vut ce su elle coûte à la société on pourrait revoir sa rémunération""",,Autre,Loin du VE,False,False
41,1612861199791656982,"AuRupteur :
""Ces Alpine électriques, c'est le mindfuck total pour les sens. https://t.co/tqPxncBlSl""",https://video.twimg.com/ext_tw_video/1612861090316128283/pu/vid/480x580/6fAJDZ5a0xfObYjw.mp4?tag=12,Racine,Sur le VE,False,False
42,1613060759570841600,"Remy_mgv :
""@AuRupteur Pour une fois qu’une voiture électrique est belle""",,Autre,Sur le VE,False,False
43,"1,60126E+18","Cyrilhanouna :
""Les chéris auj c est un un best of de Tpmp. Je vais penser fort à vs allez me manquer mais on a essayé d éviter au max les best of pendant la coupe du monde. Je vais aller soutenir les bleus demain avec la famille. 

Je vs aime fort et merci pour tout ce que vs faites pour moi❤️.""",,Racine,Loin du VE,False,False
44,1601264934406737921,"nowak_carole :
""@Cyrilhanouna Mdr🤣🤣🤣 comme d'hab le vendredi c'est les 3/4 du temps enregistré et les best-0mof on se les tape déjà pendant les vacances. Super le programme !!""",,Désaccord,Loin du VE,False,False
45,1612018747161677825,"FRDPRH :
""Par curiosité, qu'est ce qui vous freine dans le passage sur un véhicule électrique ?""",,Racine,Sur le VE,False,False
46,1612037395880284165,"Splainte :
""@FRDPRH Le prix, pour mon usage c'est le seul problème""",,Autre,Sur le VE,False,False
47,1627567533510348802,"monsieurnaudin :
""Mozart et ses musiciens ont réussi à mettre l’économie à genoux ! Mais pas celle de la Russie:
Go sport ❌
Camaïeu ❌
William Saurin ❌
San Marina ❌
Celio ❌
Kookaï ❌
André ❌
France loisir ❌
Pimkie ❌
Cop copine ❌
Gap ❌
la grande récré ❌
G.Lafayette ❌
Et ce n’est pas fini""",,Racine,Loin du VE,False,False
48,1627781056391774210,"XeniaNco :
""@monsieurnaudin M'est avis que vous n'y avait jamais mis les pieds en Russie
.. surtout en ce moment... mais bon.""",,Désaccord,Loin du VE,False,False
49,1635656909008121859,"DavidStOnge :
""Une ""cryptomonnaie"", c'est avant tout une monnaie. Il faut d'abord l'analyser du point de vue de ses caractéristiques monétaires. Les considérations technologiques viennent ensuite.""",,Racine,Loin du VE,False,False
50,1635667107944845313,"DallaireBitcoin :
""@DavidStOnge Selon toi est-ce qu'il y plus qu'une cryptomonnaie?""",,Autre,Loin du VE,False,False
51,1635668471861190657,"DavidStOnge :
""@DallaireBitcoin Bah ouais, y'en a plein (comme tu le sais). Par contre, y'en a très peu (qu'une en fait) qui peuvent aspirer à remplacer les fiats. Les autres c'est soit des copies qui ne servent à rien, soit des plateformes de smart contracts, ou soit des utility tokens.""",,Autre,Loin du VE,False,False
52,1635679392843149318,"DallaireBitcoin :
""@DavidStOnge Je n'ai pas l'impression que les altcoins respectent les 3 critères. 🤔""",,Autre,Loin du VE,False,False
53,1635683906518233089,"DavidStOnge :
""@DallaireBitcoin bah ouais, un altcoin c est soit une copie de BTC (genre LTC), soit une plateforme de smart contract (ETH), soit un utility token (tous les erc20). On peut ajouter les privacy coins, mais ça reste des copies de BTC.""",,Autre,Loin du VE,False,False
54,1635686130241744927,"alezan111bye :
""@DavidStOnge @DallaireBitcoin Ben non ce ne sont pas des ""copies"". Ni d'un point de vue technique; ni d'un point de vue fonctionnel.""",,Désaccord,Loin du VE,False,False
55,1635686563437850639,"DavidStOnge :
""@alezan111bye @DallaireBitcoin des émules alors ?""",,Autre,Loin du VE,False,False
56,1635688607284441100,"alezan111bye :
""@DavidStOnge @DallaireBitcoin Non plus. Un emulate (système A) encapsule le systeme original B pour y faire tourner les programmes de B qui ne pourraient normalement pas tourner sur A.
Je t'accorde le principe de copie de concept comme la blockchain, les noeuds, signatures etc.""",,Autre,Loin du VE,False,False
57,1635688867180294168,"lewaf :
""@alezan111bye @DavidStOnge @DallaireBitcoin Y'en a qui sont quasiment des copies... Genre LTC/DOGE...""",,Autre,Loin du VE,False,False
58,1635696308605399066,"alezan111bye :
""@lewaf @DavidStOnge @DallaireBitcoin Je ne dis pas le contraire. Mais je ne voudrais pas laissez croire tout est à peu près une copie de Bitcoin. 
Si tu compares une voiture avec un camion ou une voiture électrique ou une F1. Les concepts sont les même mais les objectifs et les implémentations sont très différents.""",,Autre,Sur le VE,False,False
59,1608436240793366528,"france_soir :
""🚑 Assistons-nous à une multiplication d’études scientifiques incriminant les personnes non-vaccinées ? 
Selon une étude, les personnes non vaccinées “plus susceptibles de provoquer des accidents de la circulation”👇
https://t.co/yDhYTPDiwK""",,Racine,Proche du VE,False,False
60,1608468829591703552,"lachaudjl :
""@france_soir bientot ils vont augmenter les assurances des non vaxxs sous le prétexte de ces ""études"" fallacieuses""",,Autre,Proche du VE,False,False
61,1643657135706734611,"SeteFrance :
""Macron perd son procès contre le publicitaire Michel-Ange Flori qui le représentait sous les traits de Hitler et Pétain https://t.co/nZPrHC0fwH""",,Racine,Loin du VE,False,False
62,1643933079340298240,"grosminet321 :
""@SeteFrance Super 👍""",,Accord,Loin du VE,False,False
63,1600015997238403073,"MaudBregeon :
""La stratégie énergétique est d'abord une question technique, pas politicienne. La science doit retrouver toute sa place dans nos débats.
Plus d'un français sur deux pensent que le nucléaire émet du CO2, il reste du chemin. Même avec 1/3 du parc à l'arrêt, c'est 60% de notre élec. https://t.co/W242GXmhcD""",https://video.twimg.com/ext_tw_video/1600015636268257282/pu/vid/640x360/9njE78M3ARzUxpuN.mp4?tag=12,Racine,Proche du VE,False,False
64,1600200438648741889,"drddupuy :
""@MaudBregeon @DeputesRE @Ccesoir UN français sur deux pense (un)… aussi nulle en sciences qu’en orthographe : pathétique… retournez à la maternelle : on reprend à zéro. Tout va mal dans votre esprit""",,Désaccord,Loin du VE,False,False
65,1603280230185156609,"Maskloff :
""Deux allers retours à #Doha en cinq jours de #Macron pour assister à des matchs de foot, bonjour le bilan carbone. #PognonDeDingue""",,Racine,Proche du VE,False,False
66,1603338716042465282,"Mistinguett17 :
""@Maskloff #Maskloff tous les matins, mais vraiment tous les matins, a besoin d'évacuer sa boule de haine envers notre Président @EmmanuelMacron .. Un peu comme un mauvais gaz qui doit absolument sortir pour le soulager ... Quelle triste vie ! Plaignons-le ! #charbonBelloc 👍👍👍""",,Désaccord,Loin du VE,False,False
67,1603349255992889344,"oursonbcach :
""@Mistinguett17 @Maskloff @EmmanuelMacron Non. VOTRE président.""",,Désaccord,Loin du VE,False,False
68,1603350628981432321,"xfnty1 :
""@oursonbcach @Mistinguett17 @Maskloff @EmmanuelMacron Président élu démocratiquement au suffrage universel. Donc techniquement, c'est bien le président de la France, donc de tous les français.
Le dénier ne changera rien à cette état de fait.""",,Désaccord,Loin du VE,False,False
69,1603663620004626436,"CelinePottier :
""@xfnty1 @oursonbcach @Mistinguett17 @Maskloff @EmmanuelMacron Je pense surtout qu'il y a de la triche vu que ce type ne sait faire que ça : mentir, manipuler, provoquer, trahir et j'en passe le pauvre. Ceci dit, le critiquer sur ses déplacements, c'est puéril et ce n'est pas ainsi que nous avancerons même si c'est un donneur de leçon 🤷‍♀️🤦‍♀️.""",,Autre,Loin du VE,False,False
70,1629556455031418881,"sandrousseau :
""C’est un problème, ce déni de l’urgence climatique d’@EmmanuelMacron.
Un gros problème.""",,Racine,Proche du VE,False,False
71,1629574754851078144,"Michel_Zed_ :
""@sandrousseau @EmmanuelMacron Tu n'as pas un mandat planétaire Sandrine.""",,Désaccord,Loin du VE,False,False
72,1603070325545123842,"richardhetu :
""Les investisseurs de Tesla à Elmo : « Pourrais-tu t’occuper de ta compagnie. » https://t.co/qtWPdg0JWK""","https://pbs.twimg.com/media/Fj8_9xqWYAI3wi0?format=jpg&name=orig 
 ",Racine,Sur le VE,False,False
73,1603120987289292802,"RobertB83154613 :
""@richardhetu Peux tu nous montrer le graphique de La Presse?""",,Autre,Loin du VE,False,False
74,1646051301229305857,"BFMTV :
""Canicule: les modèles météorologiques anticipent un été 2023 particulièrement chaud
https://t.co/o5T0cKG0vq https://t.co/Of9GgHnKUM""","https://pbs.twimg.com/media/Ftfy7tuX0AAqGAV?format=jpg&name=orig 
 ",Racine,Loin du VE,False,False
75,1646053600559345666,"chmorizot :
""@BFMTV Ah ouais et quels modèles ? C’est pas le loto c’est sûr ! Une chance sur deux. Facile non ? Je peux jouer ?""",,Désaccord,Loin du VE,False,False
76,1598006314159980544,"CerfiaFR :
""🚨🇫🇷 FLASH | Les écoles qui subissent une coupure d’#électricité n’ouvriront que l’après-midi.""",,Racine,Proche du VE,False,False
77,1598256532688613376,"Reine_Margot2 :
""@CerfiaFR Quelle honte ! déjà que le niveau est exécrable voila ce qu'ils ont trouvés ! Les écoles devraient être épargnées de coupures !""",,Désaccord,Proche du VE,False,False
78,1616565949158641665,"WallStreetSilv :
""""Macron you're screwed, all the people are in the street""
🧐

 Huge demonstration in Lyon yesterday 🚨🚨🚨

🔊 https://t.co/cnkZGgy3UM""",https://video.twimg.com/ext_tw_video/1616565760511426561/pu/vid/490x270/E9hzQTwDbRL5q2V-.mp4?tag=14,Racine,Loin du VE,False,False
79,1616568851201916945,"elonmusk :
""@WallStreetSilv Macron is doing the difficult, but right thing. The retirement age of 62 was set when lifespans were much shorter. It is impossible for a small number of workers to support a massive number of retirees.""",,Désaccord,Loin du VE,False,False
80,1616875222988095492,"Arnaud_Le_Gall_ :
""@elonmusk @WallStreetSilv It is not your business. We are in France, we don’t need neoliberal lessons from a US billionaire who lives thanks to the work of others.""",,Désaccord,Loin du VE,False,False
81,1616882466484092929,"edddrang :
""@Arnaud_Le_Gall_ @elonmusk @WallStreetSilv Lol your on Twitter......""",,Désaccord,Loin du VE,False,False
82,1616885468926287872,"Arnaud_Le_Gall_ :
""@edddrang @elonmusk @WallStreetSilv Then ? I was before he buy it. And I use it tactically without any illusion.""",,Désaccord,Loin du VE,False,False
83,1616910262321266691,"ZozzledDebacle :
""@Arnaud_Le_Gall_ @edddrang @elonmusk @WallStreetSilv The only illusion here is you thinking France isn’t bankrupt.""",,Désaccord,Loin du VE,False,False
84,1648980491490545665,"AlertesInfos :
""🚨🇫🇷ALERTE INFO - La CGT Énergie de l'Hérault annonce avoir coupé l'électricité à l'aéroport de #Montpellier où Emmanuel #Macron doit arriver.""",,Racine,Proche du VE,False,False
85,1648982150715146240,"PikoNewlife :
""@AlertesInfos traduction : la CGT Energie de l'Hérault a potentiellement risqué la vie de centaines de passagers pour une action inutile""",,Désaccord,Proche du VE,False,False
86,1648983102159568897,"GauchoDeDroite :
""@PikoNewlife @AlertesInfos Tu es né avant l'intelligence toi !""",,Désaccord,Loin du VE,False,False
87,1612866677716258847,"NicolasMeilhan :
""Vous êtes beaucoup à me demander pourquoi l'essence coûte 2€ le litre alors que le pétrole est à 80$ et l'€  à 1,07 dollar. Qui a la réponse avant que je vous la donne ?""",,Racine,Proche du VE,False,False
88,1613107864431910914,"DomJDom :
""@NicolasMeilhan 2 mots, porcs et fouille ? Des porcs qui s'en mettent plein les fouilles. Nous sommes habitués.""",,Autre,Proche du VE,False,False
89,1609088553757347840,"ClemSenechal :
""Ce samedi sera le 31 décembre le plus chaud jamais enregistré en France.

Ce n'est pas une « météo douce ».

C'est la planète qui devient inhabitable. https://t.co/KLwkOmyv2U""","https://pbs.twimg.com/media/FlShgxoXwAAWOMi?format=jpg&name=orig 
 ",Racine,Proche du VE,False,False
90,1609113015185543168,"Annette_LEXA :
""@ClemSenechal pourquoi une carte qui s'arrête au frontières? on aimerait savoir en temps reel ce qui se passe ailleurs sur la planète  parce que les frotnière de l'hexagone, c un peu réducteur , non? 🤔""",,Désaccord,Proche du VE,False,False
91,1609125987282739200,"DinoZorn :
""@Annette_LEXA @ClemSenechal Surtout sachant que les US auront le 31 décembre le plus froid de l'histoire!
Toujours la stratégie de com où on ""extrait"" l'info qui va bien dans votre sens, d'un contexte global qui est soit neutre, soit même contraire à vos vues!""",,Accord,Proche du VE,False,False
92,1609140033315049473,"ThGuerin :
""@DinoZorn @Annette_LEXA @ClemSenechal Tu vérifies avant de dire n’importe quoi ? La vague de froid est passée, voilà les prévisions pour ce 31/12 aux USA (températures en °C) : https://t.co/sxg22c6Hx9""","https://pbs.twimg.com/media/FlTQUnlX0AE75iM?format=jpg&name=orig 
 ",Désaccord,Proche du VE,False,False
93,1604438571930505216,"veroniquegenest :
""Un petit sondage. 

Quels sont pour vous les nouveaux humoristes sur lesquels il faudra compter dans les années à venir? 

Vous pouvez mettre 2 noms . 
😘""",,Racine,Loin du VE,False,False
94,1604443651110830080,"jn1472 :
""@veroniquegenest Karine dubernet . Je la trouve géniale""",,Autre,Loin du VE,False,False
95,1647378103902117888,"ThierrySalomon :
""Ils l'ont discuté, négocié, programmé de façon remarquable.
Aujourd'hui c'est fait !
A 00 h 00 ce 16 avril l'Allemagne, 1ère puissance économique de l'UE27 est devenu un territoire zéro nucléaire.
Prochains challenges : sortie du charbon puis gaz fossile puis net zero CO2 &lt; 2050 https://t.co/Yjs9NWA9Rv""","https://pbs.twimg.com/media/FtyngN5WIAAi5G_?format=jpg&name=orig 
 ",Racine,Proche du VE,False,False
96,1647651580760543234,"Kako_line :
""@ThierrySalomon Donc que je vous comprenne bien : vous trouvez normal de sortir du nucléaire AVANT de sortir des énergies fossiles ? C’est bien ça ?
C’est en tout cas ce que je lis dans votre tweet. Incohérent avec l’urgence climatique censé être la priorité""",,Désaccord,Proche du VE,False,False
97,1647666972279054339,"GalzinP :
""@Kako_line @ThierrySalomon M. Salomon, vous trouvez pas bizarre que la conception de l'EPR qui vient d'être mis en service en Finlande soit franco-allemande ? 
Les allemands vont continuer à importer de l'elec nucléaire, notamment française, par le biais des interconnexions. 
Les allemands c'est Nimby.""",,Autre,Proche du VE,False,False
98,1067364936014286853,"EmmanuelMacron :
""Sur le nucléaire : concrètement, 14 réacteurs de 900 MW seront fermés d’ici 2035. Ce mouvement commencera à l’été 2020 avec l’arrêt définitif des deux réacteurs de Fessenheim. Il se prolongera avec la fermeture de 4 à 6 réacteurs avant 2030.""",,Racine,Proche du VE,False,False
99,1067382702389821440,"LJavques :
""@EmmanuelMacron Mais mon Chéri ... en 2035 ... toi tu sais ? Nous NON ... 
JE CONNAISSAIS madame SOLEIL .... je viens d ENTENDRE , Monsieur VENT ..... https://t.co/PDYLbnN96a""",https://video.twimg.com/tweet_video/DtAa560WoAADsL8.mp4,Désaccord,Proche du VE,False,False
100,1613432115365875712,"silvano_trotta :
""Pour ceux qui ne voulaient pas du Linky, vous avez eu raison d'écouter les fameux ""complotistes""

https://t.co/syFr4ZrSMr""",,Racine,Proche du VE,False,False
101,1613456757971456000,"JulienPineal :
""@silvano_trotta Du coup, quand je relève mon compteur je fais le boulot du technicien, c’est du travail dissimulé non ?""",,Autre,Proche du VE,False,False
102,1613549379956404229,"ChristineOudot :
""@JulienPineal @silvano_trotta Absolument ! Comme dans beaucoup de domaines""",,Accord,Proche du VE,False,False
103,1625238630439460866,"mompontet :
""La vidéo de cette petite fille qui récite sa leçon me fait peur et me glace. Pas vous ? #comprendquipeut #lavagedecerveau  https://t.co/36PgFFphFP""",https://video.twimg.com/ext_tw_video/1625198566242193415/pu/vid/320x568/TkfZzjTjp_DjZTqt.mp4?tag=12,Racine,Loin du VE,False,False
104,1625243285672325123,"JosianeLepine :
""@mompontet Mettez cette petite marionnette anti-tout dans ma classe et j’en ferai un agneau reconnaissant pour tout ce que notre Président fait pour son avenir !""",,Accord,Loin du VE,False,False
105,1626116004844544000,"LifeonVarces :
""@JosianeLepine @mompontet Quelle horreur !!!""",,Autre,Loin du VE,False,False
106,1643969201353129987,"ThomasGerbet :
""« Montréal est dévastée », vient de déclarer le ministre responsable de la Métropole Pierre Fitzgibbon. Il annonce que le tiers des abonnés retrouveront le courant d’ici 24h, les autres ça dépendra de l’évolution de la situation. #verglas #arbres #polqc #quebec #electricite https://t.co/8d2klrwuCy""","https://pbs.twimg.com/media/FtCNRpaXoAEmyNN?format=jpg&name=orig 
 ",Racine,Proche du VE,False,False
107,1644075531799867392,"DaoustNathalie4 :
""@ThomasGerbet Gros crosseur https://t.co/Md5LLbRXMA""","https://pbs.twimg.com/media/FtDt-BPWwAENiY9?format=jpg&name=orig 
 ",Désaccord,Loin du VE,False,False
108,1630650878276280327,"AgnesRunacher :
""Nous ne gagnerons pas la bataille du climat sans l’énergie #nucléaire. 

Avec 10 autres ministres 🇪🇺 de l’énergie et du climat, nous appelons à un renforcement de notre coopération en la matière. Nous voulons unir nos forces pour innover et développer de nouveaux projets.""",https://twitter.com/20Minutes/status/1630632711508336640,Racine,Proche du VE,False,False
109,1630686485006413826,"Tchutch121 :
""@AgnesRunacher Bravo ça montre encore une fois votre professionnalisme! Comment ruiner notre parc nucléaire en 10 ans pour faire plaisir à certains. Gouverner c’est anticiper pas réagir à nos propres conneries constamment. C’est vraiment plus possible!""",,Autre,Proche du VE,False,False
